"","name","latitude","longitude","start.station.id"
"451","Broadway & Whipple St",40.7016657,-73.9437303,3067
"452","Morningside Ave & W 123 St",40.81,-73.9551508,3540
"453","Eckford St & Engert Ave",40.72146256,-73.94800901,3449
"454","E 106 St & 1 Ave",40.7892529,-73.93956237,3391
"455","E 102 St & Park Ave",40.7904828,-73.95033068,3363
"456","E 114 St & 1 Ave",40.7945663,-73.9362541,3495
"457","31 Ave & Steinway St",40.7612939,-73.91691685,3662
"458","Frederick Douglass Blvd & W 129 St",40.8125511,-73.9492286,3531
"459","3 Ave & E 71 St",40.76873687,-73.96119945,3152
"460","Astoria Park S & Shore Blvd",40.7767,-73.927631,3514
"461","E 106 St & Lexington Ave",40.791976,-73.945993,3424
"462","Vernon Blvd & 30 Rd",40.770845,-73.934171,3610
"463","Ditmars Blvd & 19 St",40.78145,-73.9183302,3532
"464","E 81 St & Park Ave",40.77677702,-73.9590097,3144
"465","Steinway St & 28 Ave",40.7656251,-73.9136695,3616
"466","E 118 St & 3 Ave",40.799139,-73.9389152,3493
"467","Adam Clayton Powell Blvd & W 118 St",40.804372,-73.951475,3520
"468","Division Av & Hooper St",40.70684203,-73.9544354,3714
"469","E 115 St & Madison Ave",40.7989445,-73.944846,3500
"470","28 Ave & 35 St",40.7671,-73.9169858,3617
"471","19 St & 24 Ave",40.7774552,-73.9225403,3524
"472","Sharon St & Olive St",40.715353,-73.93856,3766
"473","E 116 St & 2 Ave",40.796879,-73.937261,3490
"474","21 St & 31 Dr",40.7659,-73.930819,3591
"475","West Thames St",40.70834698,-74.01713445,363
"476","Boerum St & Broadway",40.70538077,-73.94976519,3071
"477","Jackson Ave & 46 Rd",40.74524768,-73.94733276,3121
"478","Bedford Ave & S 9 St",40.70853074,-73.96408963,443
"479","35 Ave & 37 St",40.7557327,-73.9236611,3570
"480","Vernon Blvd & 31 Ave",40.7692475,-73.9354504,3609
"481","Newtown Ave & 23 St",40.7713615,-73.9246145,3619
"482","24 St & 41 Ave",40.7527085,-73.9397405,3556
"483","W 116 St & Amsterdam Ave",40.8067581,-73.9607082,3539
"484","2 Ave & E 122 St",40.8006721,-73.9349,3499
"485","Pleasant Ave & E 120 St",40.7974772,-73.9311847,3498
"486","E 128 St & Madison Ave",40.80756,-73.939182,3622
"487","Amsterdam Ave & W 119 St",40.8086249,-73.9596214,3542
"488","Vernon Blvd & 41 Rd",40.7552433,-73.9485678,3554
"489","Frost St & Meeker Ave",40.71766197,-73.94880027,3727
"490","E 97 St & 3 Ave",40.7859201,-73.94860294,3309
"491","31 Ave & Crescent St",40.7658346,-73.9265474,3605
"492","31 St & Thomson Ave",40.74469738,-73.93540375,3123
"493","36 Ave & 31 St",40.75651273,-73.92957486,3745
"494","E 118 St & Madison Ave",40.8014866,-73.9442507,3501
"495","9 St & 44 Rd",40.74966,-73.9521,3127
"496","49 Ave & 21 St",40.74252,-73.948852,3606
"497","Henry St & Middagh St",40.7003,-73.991581,3790
"498","Leonard St & Boerum St",40.70583339,-73.94644578,3072
"499","28 St & 38 Ave",40.754876,-73.934326,3560
"500","31 St & Astoria Blvd",40.7699176,-73.9184057,3516
"501","W 129 St & Convent Ave",40.81439444,-73.95324737,3649
"502","36 Ave & 10 St",40.7614376,-73.9411265,3565
"503","Lexington Ave & E 127 St",40.805726,-73.936322,3505
"504","Lexington Ave & E 120 St",40.8013066,-73.9398167,3506
"505","21 St & Hoyt Ave S",40.774645,-73.923706,3513
"506","5 Ave & E 126 St",40.80698,-73.941747,3527
"507","Adam Clayton Powell Blvd & W 115 St",40.802535,-73.9532423,3511
"508","Steinway St & 23 Ave",40.7713937,-73.9077436,3528
"509","28 Ave & 44 St",40.76408932,-73.91065121,3691
"510","Broadway & W 122 St",40.8120562,-73.9612547,3545
"511","47 Ave & 31 St",40.743,-73.93561,3221
"512","Crescent St & 34 Ave",40.76108,-73.930562,3575
"513","McKibbin St & Manhattan Ave",40.70510918,-73.94407279,3070
"514","24 Ave & 29 St",40.7729,-73.916142,3523
"515","35 St & Broadway",40.760339,-73.9222427,3595
"516","24 Ave & 26 St",40.774591,-73.918544,3515
"517","31 St & Northern Blvd",40.75186951,-73.9334929,3654
"518","31 Ave & 30 St",40.7647,-73.9240312,3603
"519","McKibbin St & Bogart St",40.706237,-73.933871,3771
"520","34 St & 35 Ave",40.7569332,-73.9262231,3568
"521","Broadway & 12 St",40.7668,-73.9347774,3589
"522","Crescent St & 30 Ave",40.768692,-73.9249574,3614
"523","Central Ave & Starr Street",40.700003,-73.92834,3776
"524","Willoughby Ave & Wyckoff Ave",40.705614,-73.92153,3760
"525","Union Ave & Wallabout St",40.70029511,-73.95032283,3065
"526","Lorimer St & Broadway",40.70411791,-73.94818595,3069
"527","35 Ave & 10 St",40.76315482,-73.9398551,3646
"528","Madison Ave & E 120 St",40.80295,-73.942954,3503
"529","Jackson St & Leonard St",40.71638032,-73.94821286,3456
"530","3 Ave & E 100 St",40.7877214,-73.94728331,3327
"531","10 Hudson Yards",40.752957,-74.00264,3441
"532","37 Ave & 35 St",40.7531106,-73.9279917,3561
"533","35 St & 34 Ave",40.7580583,-73.9242751,3573
"534","Newton Rd & 44 St",40.7595701,-73.9142678,3598
"535","Suydam St & Knickerbocker Ave",40.702013,-73.923769,3775
"536","Humboldt St & Varet St",40.7031724,-73.940636,3068
"537","Crescent St & Ditmars Blvd",40.7787185,-73.9145645,3530
"538","White St & Moore St",40.704508,-73.9351,3756
"539","Central Ave & Flushing Ave",40.702831,-73.9333,3770
"540","48 Ave & 5 St",40.74436329,-73.95587325,3122
"541","Powers St & Olive St",40.71323,-73.93894,3767
"542","E 98 St & Park Ave",40.78813,-73.95206,3299
"543","5 St & 51 Ave",40.7423737,-73.9566,3608
"544","E 118 St & Park Ave",40.8005385,-73.9419949,3492
"545","28 St & 36 Ave",40.757186,-73.932719,3563
"546","Columbus Ave & W 103 St",40.7969347,-73.96434123,3302
"547","40 Ave & 9 St",40.75742,-73.945133,3557
"548","31 Ave & 14 St",40.7682,-73.9322662,3607
"549","Crescent St & 35 Ave",40.7596276,-73.9321455,3566
"550","3 Ave & E 112 St",40.795508,-73.941606,3551
"551","Devoe St & Morgan Ave",40.713811,-73.93515,3772
"552","27 Ave & 9 St",40.7739825,-73.9309134,3621
"553","Irving Ave & Jefferson St",40.70538,-73.92535,3759
"554","37 St & 24 Ave",40.7701477,-73.9120938,3522
"555","34 Ave & 21 St",40.7628138,-73.9342862,3577
"556","Division Ave & Marcy Ave",40.70708701,-73.95796783,3075
"557","30 Ave & 21 St",40.7703743,-73.9286078,3612
"558","Stagg St & Morgan Ave",40.710681,-73.93372,3757
"559","21 St & 43 Ave",40.75052534,-73.94594845,3128
"560","Knickerbocker Ave & Thames St",40.70539,-73.92976,3773
"561","Columbia Heights & Cranberry St",40.70037867,-73.99548059,216
"562","23 Ave & 27 St",40.776165,-73.9153175,3525
"563","Morningside Dr & Amsterdam Ave",40.81028506,-73.95736456,3543
"564","Irving Ave & DeKalb Ave",40.7027,-73.92095,3778
"565","Knickerbocker Ave & George St",40.704425,-73.92836,3774
"566","48 Ave & 30 Pl",40.74128309,-73.93725872,3647
"567","27 Ave & 4 St",40.7747175,-73.9337894,3512
"568","George St & Wilson Ave",40.702997,-73.92997,3758
"569","Bushwick Ave & McKibbin St",40.705517,-73.93936,3764
"570","31 St & Hoyt Ave N",40.7711528,-73.9170074,3517
"571","Waterbury St & Stagg St",40.71019,-73.93734,3768
"572","W 15 St & 6 Ave",40.73804614,-73.99642959,3709
"573","47 Ave & Skillman Ave",40.74375241,-73.94176483,3704
"574","Bushwick Ave & Stagg St",40.709897,-73.94008,3765
"575","21 St & 38 Ave",40.7576314,-73.9391224,3559
"576","11 St & 43 Ave",40.7519071,-73.9479119,3620
"577","Hart St & Wyckoff Ave",40.704876,-73.919911,3779
"578","Cliff St & Fulton St",40.70838,-74.00495,3783
"579","34 Ave & 13 St",40.7638753,-73.9364848,3586
"580","White St & Johnson Ave",40.707174,-73.93581,3769
"581","40 Ave & Crescent St",40.7535992,-73.93795609,3716
"582","21 St & 36 Ave",40.7601853,-73.9362726,3564
"583","11 St & 35 Ave",40.7627442,-73.9391141,3567
"584","Railroad Ave & Kay Ave",40.70531194,-73.97100056,2005
"585","NYCBS DEPOT - DELANCEY",40.71644423,-73.98233056,3245
