"","start_id","start_name","start_latitude","start_longitude","end_id","end_name","end_latitude","end_longitude","n"
"22",3467,"W Broadway & Spring Street",40.72494672,-74.00165856,151,"Cleveland Pl & Spring St",40.72210379,-73.99724901,60
"23",3746,"6 Ave & Broome St",40.72430832,-74.00473036,151,"Cleveland Pl & Spring St",40.72210379,-73.99724901,75
"24",358,"Christopher St & Greenwich St",40.73291553,-74.00711384,151,"Cleveland Pl & Spring St",40.72210379,-73.99724901,62
"25",128,"MacDougal St & Prince St",40.72710258,-74.00297088,151,"Cleveland Pl & Spring St",40.72210379,-73.99724901,68
"26",268,"Howard St & Centre St",40.71910537,-73.99973337,151,"Cleveland Pl & Spring St",40.72210379,-73.99724901,59
"27",285,"Broadway & E 14 St",40.73454567,-73.99074142,161,"LaGuardia Pl & W 3 St",40.72917025,-73.99810231,51
"28",3141,"1 Ave & E 68 St",40.76500525,-73.95818491,164,"E 47 St & 2 Ave",40.75323098,-73.97032517,63
"29",523,"W 38 St & 8 Ave",40.75466591,-73.99138152,167,"E 39 St & 3 Ave",40.7489006,-73.97604882,56
"30",476,"E 31 St & 3 Ave",40.74394314,-73.97966069,167,"E 39 St & 3 Ave",40.7489006,-73.97604882,51
"31",501,"FDR Drive & E 35 St",40.744219,-73.97121214,167,"E 39 St & 3 Ave",40.7489006,-73.97604882,69
"32",293,"Lafayette St & E 8 St",40.73020661,-73.99102628,168,"W 18 St & 6 Ave",40.73971301,-73.99456405,61
"33",128,"MacDougal St & Prince St",40.72710258,-74.00297088,168,"W 18 St & 6 Ave",40.73971301,-73.99456405,53
"34",459,"W 20 St & 11 Ave",40.746745,-74.007756,168,"W 18 St & 6 Ave",40.73971301,-73.99456405,61
"35",336,"Sullivan St & Washington Sq",40.73047747,-73.99906065,168,"W 18 St & 6 Ave",40.73971301,-73.99456405,53
"36",368,"Carmine St & 6 Ave",40.73038599,-74.00214988,168,"W 18 St & 6 Ave",40.73971301,-73.99456405,127
"37",470,"W 20 St & 8 Ave",40.74345335,-74.00004031,168,"W 18 St & 6 Ave",40.73971301,-73.99456405,51
"38",284,"Greenwich Ave & 8 Ave",40.73901691,-74.00263761,168,"W 18 St & 6 Ave",40.73971301,-73.99456405,81
"39",482,"W 15 St & 7 Ave",40.73935542,-73.99931783,168,"W 18 St & 6 Ave",40.73971301,-73.99456405,62
"40",462,"W 22 St & 10 Ave",40.74691959,-74.00451887,168,"W 18 St & 6 Ave",40.73971301,-73.99456405,119
"41",497,"E 17 St & Broadway",40.73704984,-73.99009296,168,"W 18 St & 6 Ave",40.73971301,-73.99456405,97
"42",2003,"1 Ave & E 18 St",40.73381219,-73.98054421,168,"W 18 St & 6 Ave",40.73971301,-73.99456405,65
"43",442,"W 27 St & 7 Ave",40.746647,-73.993915,168,"W 18 St & 6 Ave",40.73971301,-73.99456405,77
"44",223,"W 13 St & 7 Ave",40.73781509,-73.99994661,168,"W 18 St & 6 Ave",40.73971301,-73.99456405,68
"45",116,"W 17 St & 8 Ave",40.74177603,-74.00149746,168,"W 18 St & 6 Ave",40.73971301,-73.99456405,80
"46",380,"W 4 St & 7 Ave S",40.73401143,-74.00293877,168,"W 18 St & 6 Ave",40.73971301,-73.99456405,61
"47",254,"W 11 St & 6 Ave",40.73532427,-73.99800419,168,"W 18 St & 6 Ave",40.73971301,-73.99456405,87
"48",383,"Greenwich Ave & Charles St",40.735238,-74.000271,168,"W 18 St & 6 Ave",40.73971301,-73.99456405,61
"49",212,"W 16 St & The High Line",40.74334935,-74.00681753,168,"W 18 St & 6 Ave",40.73971301,-73.99456405,51
"50",379,"W 31 St & 7 Ave",40.749156,-73.9916,168,"W 18 St & 6 Ave",40.73971301,-73.99456405,61
"51",453,"W 22 St & 8 Ave",40.74475148,-73.99915362,168,"W 18 St & 6 Ave",40.73971301,-73.99456405,98
"52",519,"Pershing Square North",40.751873,-73.977706,168,"W 18 St & 6 Ave",40.73971301,-73.99456405,57
"53",508,"W 46 St & 11 Ave",40.76341379,-73.99667444,173,"Broadway & W 49 St",40.76068327,-73.98452729,74
"54",495,"W 47 St & 10 Ave",40.76269882,-73.99301222,173,"Broadway & W 49 St",40.76068327,-73.98452729,79
"55",359,"E 47 St & Park Ave",40.75510267,-73.97498696,173,"Broadway & W 49 St",40.76068327,-73.98452729,55
"56",469,"Broadway & W 53 St",40.76344058,-73.98268129,173,"Broadway & W 49 St",40.76068327,-73.98452729,77
"57",490,"8 Ave & W 33 St",40.751551,-73.993934,173,"Broadway & W 49 St",40.76068327,-73.98452729,51
"58",3255,"8 Ave & W 31 St",40.75058535,-73.99468482,173,"Broadway & W 49 St",40.76068327,-73.98452729,66
"59",491,"E 24 St & Park Ave S",40.74096374,-73.98602213,174,"E 25 St & 1 Ave",40.7381765,-73.97738662,67
"60",504,"1 Ave & E 16 St",40.73221853,-73.98165557,174,"E 25 St & 1 Ave",40.7381765,-73.97738662,87
"61",337,"Old Slip & Front St",40.7037992,-74.00838676,195,"Liberty St & Broadway",40.70905623,-74.01043382,63
"62",3002,"South End Ave & Liberty St",40.711512,-74.015756,195,"Liberty St & Broadway",40.70905623,-74.01043382,69
"63",327,"Vesey Pl & River Terrace",40.7153379,-74.01658354,195,"Liberty St & Broadway",40.70905623,-74.01043382,51
"64",458,"11 Ave & W 27 St",40.751396,-74.005226,212,"W 16 St & The High Line",40.74334935,-74.00681753,65
"65",284,"Greenwich Ave & 8 Ave",40.73901691,-74.00263761,212,"W 16 St & The High Line",40.74334935,-74.00681753,61
"66",482,"W 15 St & 7 Ave",40.73935542,-73.99931783,212,"W 16 St & The High Line",40.74334935,-74.00681753,90
"67",116,"W 17 St & 8 Ave",40.74177603,-74.00149746,212,"W 16 St & The High Line",40.74334935,-74.00681753,65
"68",514,"12 Ave & W 40 St",40.76087502,-74.00277668,212,"W 16 St & The High Line",40.74334935,-74.00681753,109
"69",453,"W 22 St & 8 Ave",40.74475148,-73.99915362,212,"W 16 St & The High Line",40.74334935,-74.00681753,59
"70",426,"West St & Chambers St",40.71754834,-74.01322069,212,"W 16 St & The High Line",40.74334935,-74.00681753,116
"71",358,"Christopher St & Greenwich St",40.73291553,-74.00711384,212,"W 16 St & The High Line",40.74334935,-74.00681753,79
"72",402,"Broadway & E 22 St",40.7403432,-73.98955109,223,"W 13 St & 7 Ave",40.73781509,-73.99994661,55
"73",382,"University Pl & E 14 St",40.73492695,-73.99200509,223,"W 13 St & 7 Ave",40.73781509,-73.99994661,95
"74",285,"Broadway & E 14 St",40.73454567,-73.99074142,223,"W 13 St & 7 Ave",40.73781509,-73.99994661,79
"75",3711,"E 13 St & Avenue A",40.72966729,-73.98067966,223,"W 13 St & 7 Ave",40.73781509,-73.99994661,58
"76",446,"W 24 St & 7 Ave",40.74487634,-73.99529885,223,"W 13 St & 7 Ave",40.73781509,-73.99994661,74
"77",293,"Lafayette St & E 8 St",40.73020661,-73.99102628,223,"W 13 St & 7 Ave",40.73781509,-73.99994661,63
"78",173,"Broadway & W 49 St",40.76068327,-73.98452729,228,"E 48 St & 3 Ave",40.7546011,-73.97187886,62
"79",483,"E 12 St & 3 Ave",40.73223272,-73.98889957,229,"Great Jones St",40.72743423,-73.99379025,55
"80",432,"E 7 St & Avenue A",40.72621788,-73.98379855,229,"Great Jones St",40.72743423,-73.99379025,56
"81",285,"Broadway & E 14 St",40.73454567,-73.99074142,229,"Great Jones St",40.72743423,-73.99379025,59
"82",497,"E 17 St & Broadway",40.73704984,-73.99009296,229,"Great Jones St",40.72743423,-73.99379025,53
"83",301,"E 2 St & Avenue B",40.72217444,-73.98368779,229,"Great Jones St",40.72743423,-73.99379025,74
"84",151,"Cleveland Pl & Spring St",40.72210379,-73.99724901,229,"Great Jones St",40.72743423,-73.99379025,88
"85",3711,"E 13 St & Avenue A",40.72966729,-73.98067966,229,"Great Jones St",40.72743423,-73.99379025,53
"86",3435,"Grand St & Elizabeth St",40.718822,-73.99596,229,"Great Jones St",40.72743423,-73.99379025,57
"87",461,"E 20 St & 2 Ave",40.73587678,-73.98205027,236,"St Marks Pl & 2 Ave",40.7284186,-73.98713956,53
"88",507,"E 25 St & 2 Ave",40.73912601,-73.97973776,236,"St Marks Pl & 2 Ave",40.7284186,-73.98713956,59
"89",528,"2 Ave & E 31 St",40.74290902,-73.97706058,236,"St Marks Pl & 2 Ave",40.7284186,-73.98713956,53
"90",285,"Broadway & E 14 St",40.73454567,-73.99074142,236,"St Marks Pl & 2 Ave",40.7284186,-73.98713956,56
"91",285,"Broadway & E 14 St",40.73454567,-73.99074142,237,"E 11 St & 2 Ave",40.73047309,-73.98672378,60
"92",426,"West St & Chambers St",40.71754834,-74.01322069,238,"Bank St & Washington St",40.7361967,-74.00859207,95
"93",368,"Carmine St & 6 Ave",40.73038599,-74.00214988,251,"Mott St & Prince St",40.72317958,-73.99480012,57
"94",3263,"Cooper Square & Astor Pl",40.72951496,-73.9907527,251,"Mott St & Prince St",40.72317958,-73.99480012,60
"95",382,"University Pl & E 14 St",40.73492695,-73.99200509,252,"MacDougal St & Washington Sq",40.73226398,-73.99852205,53
"96",293,"Lafayette St & E 8 St",40.73020661,-73.99102628,254,"W 11 St & 6 Ave",40.73532427,-73.99800419,53
"97",368,"Carmine St & 6 Ave",40.73038599,-74.00214988,254,"W 11 St & 6 Ave",40.73532427,-73.99800419,62
"98",382,"University Pl & E 14 St",40.73492695,-73.99200509,254,"W 11 St & 6 Ave",40.73532427,-73.99800419,60
"99",3664,"North Moore St & Greenwich St",40.72019521,-74.01030064,257,"Lispenard St & Broadway",40.71939226,-74.00247214,94
"100",417,"Barclay St & Church St",40.71291224,-74.01020234,257,"Lispenard St & Broadway",40.71939226,-74.00247214,67
"101",315,"South St & Gouverneur Ln",40.70355377,-74.00670227,259,"South St & Whitehall St",40.70122128,-74.01234218,95
"102",195,"Liberty St & Broadway",40.70905623,-74.01043382,264,"Maiden Ln & Pearl St",40.70706456,-74.00731853,59
"103",531,"Forsyth St & Broome St",40.71893904,-73.99266288,265,"Stanton St & Chrystie St",40.72229346,-73.99147535,58
"104",499,"Broadway & W 60 St",40.76915505,-73.98191841,281,"Grand Army Plaza & Central Park S",40.7643971,-73.97371465,88
"105",3165,"Central Park West & W 72 St",40.77579377,-73.97620574,281,"Grand Army Plaza & Central Park S",40.7643971,-73.97371465,85
"106",3164,"Columbus Ave & W 72 St",40.7770575,-73.97898475,281,"Grand Army Plaza & Central Park S",40.7643971,-73.97371465,58
"107",3724,"7 Ave & Central Park South",40.76674056,-73.97906899,281,"Grand Army Plaza & Central Park S",40.7643971,-73.97371465,79
"108",3163,"Central Park West & W 68 St",40.7734066,-73.97782542,281,"Grand Army Plaza & Central Park S",40.7643971,-73.97371465,104
"109",382,"University Pl & E 14 St",40.73492695,-73.99200509,284,"Greenwich Ave & 8 Ave",40.73901691,-74.00263761,103
"110",293,"Lafayette St & E 8 St",40.73020661,-73.99102628,284,"Greenwich Ave & 8 Ave",40.73901691,-74.00263761,68
"111",285,"Broadway & E 14 St",40.73454567,-73.99074142,284,"Greenwich Ave & 8 Ave",40.73901691,-74.00263761,88
"112",127,"Barrow St & Hudson St",40.73172428,-74.00674436,284,"Greenwich Ave & 8 Ave",40.73901691,-74.00263761,67
"113",405,"Washington St & Gansevoort St",40.739323,-74.008119,284,"Greenwich Ave & 8 Ave",40.73901691,-74.00263761,74
"114",3708,"W 13 St & 5 Ave",40.735445,-73.99431,284,"Greenwich Ave & 8 Ave",40.73901691,-74.00263761,56
"115",212,"W 16 St & The High Line",40.74334935,-74.00681753,284,"Greenwich Ave & 8 Ave",40.73901691,-74.00263761,51
"116",238,"Bank St & Washington St",40.7361967,-74.00859207,284,"Greenwich Ave & 8 Ave",40.73901691,-74.00263761,61
"117",168,"W 18 St & 6 Ave",40.73971301,-73.99456405,284,"Greenwich Ave & 8 Ave",40.73901691,-74.00263761,76
"118",358,"Christopher St & Greenwich St",40.73291553,-74.00711384,284,"Greenwich Ave & 8 Ave",40.73901691,-74.00263761,88
"119",3711,"E 13 St & Avenue A",40.72966729,-73.98067966,284,"Greenwich Ave & 8 Ave",40.73901691,-74.00263761,57
"120",462,"W 22 St & 10 Ave",40.74691959,-74.00451887,284,"Greenwich Ave & 8 Ave",40.73901691,-74.00263761,54
"121",293,"Lafayette St & E 8 St",40.73020661,-73.99102628,285,"Broadway & E 14 St",40.73454567,-73.99074142,109
"122",382,"University Pl & E 14 St",40.73492695,-73.99200509,285,"Broadway & E 14 St",40.73454567,-73.99074142,63
"123",486,"Broadway & W 29 St",40.7462009,-73.98855723,285,"Broadway & E 14 St",40.73454567,-73.99074142,69
"124",402,"Broadway & E 22 St",40.7403432,-73.98955109,285,"Broadway & E 14 St",40.73454567,-73.99074142,84
"125",229,"Great Jones St",40.72743423,-73.99379025,285,"Broadway & E 14 St",40.73454567,-73.99074142,74
"126",151,"Cleveland Pl & Spring St",40.72210379,-73.99724901,285,"Broadway & E 14 St",40.73454567,-73.99074142,66
"127",3718,"E 11 St & Avenue B",40.72746421,-73.97950418,285,"Broadway & E 14 St",40.73454567,-73.99074142,104
"128",438,"St Marks Pl & 1 Ave",40.72779126,-73.98564945,285,"Broadway & E 14 St",40.73454567,-73.99074142,94
"129",439,"E 4 St & 2 Ave",40.7262807,-73.98978041,285,"Broadway & E 14 St",40.73454567,-73.99074142,52
"130",394,"E 9 St & Avenue C",40.72521311,-73.97768752,285,"Broadway & E 14 St",40.73454567,-73.99074142,158
"131",237,"E 11 St & 2 Ave",40.73047309,-73.98672378,285,"Broadway & E 14 St",40.73454567,-73.99074142,79
"132",445,"E 10 St & Avenue A",40.72740794,-73.98142006,285,"Broadway & E 14 St",40.73454567,-73.99074142,152
"133",504,"1 Ave & E 16 St",40.73221853,-73.98165557,285,"Broadway & E 14 St",40.73454567,-73.99074142,129
"134",432,"E 7 St & Avenue A",40.72621788,-73.98379855,285,"Broadway & E 14 St",40.73454567,-73.99074142,89
"135",2003,"1 Ave & E 18 St",40.73381219,-73.98054421,285,"Broadway & E 14 St",40.73454567,-73.99074142,52
"136",3711,"E 13 St & Avenue A",40.72966729,-73.98067966,285,"Broadway & E 14 St",40.73454567,-73.99074142,236
"137",326,"E 11 St & 1 Ave",40.72953837,-73.98426726,285,"Broadway & E 14 St",40.73454567,-73.99074142,111
"138",3641,"Broadway & W 25 St",40.74286877,-73.98918629,285,"Broadway & E 14 St",40.73454567,-73.99074142,55
"139",393,"E 5 St & Avenue C",40.72299208,-73.97995466,285,"Broadway & E 14 St",40.73454567,-73.99074142,53
"140",497,"E 17 St & Broadway",40.73704984,-73.99009296,285,"Broadway & E 14 St",40.73454567,-73.99074142,53
"141",491,"E 24 St & Park Ave S",40.74096374,-73.98602213,285,"Broadway & E 14 St",40.73454567,-73.99074142,53
"142",307,"Canal St & Rutgers St",40.71427487,-73.98990025,291,"Madison St & Montgomery St",40.713126,-73.984844,75
"143",350,"Clinton St & Grand St",40.71559509,-73.9870295,291,"Madison St & Montgomery St",40.713126,-73.984844,56
"144",383,"Greenwich Ave & Charles St",40.735238,-74.000271,293,"Lafayette St & E 8 St",40.73020661,-73.99102628,53
"145",3718,"E 11 St & Avenue B",40.72746421,-73.97950418,293,"Lafayette St & E 8 St",40.73020661,-73.99102628,62
"146",151,"Cleveland Pl & Spring St",40.72210379,-73.99724901,293,"Lafayette St & E 8 St",40.73020661,-73.99102628,81
"147",285,"Broadway & E 14 St",40.73454567,-73.99074142,293,"Lafayette St & E 8 St",40.73020661,-73.99102628,77
"148",445,"E 10 St & Avenue A",40.72740794,-73.98142006,293,"Lafayette St & E 8 St",40.73020661,-73.99102628,148
"149",438,"St Marks Pl & 1 Ave",40.72779126,-73.98564945,293,"Lafayette St & E 8 St",40.73020661,-73.99102628,112
"150",394,"E 9 St & Avenue C",40.72521311,-73.97768752,293,"Lafayette St & E 8 St",40.73020661,-73.99102628,113
"151",229,"Great Jones St",40.72743423,-73.99379025,293,"Lafayette St & E 8 St",40.73020661,-73.99102628,75
"152",3427,"Lafayette St & Jersey St",40.72430527,-73.99600983,293,"Lafayette St & E 8 St",40.73020661,-73.99102628,93
"153",497,"E 17 St & Broadway",40.73704984,-73.99009296,293,"Lafayette St & E 8 St",40.73020661,-73.99102628,59
"154",252,"MacDougal St & Washington Sq",40.73226398,-73.99852205,293,"Lafayette St & E 8 St",40.73020661,-73.99102628,58
"155",432,"E 7 St & Avenue A",40.72621788,-73.98379855,293,"Lafayette St & E 8 St",40.73020661,-73.99102628,74
"156",307,"Canal St & Rutgers St",40.71427487,-73.98990025,296,"Division St & Bowery",40.71413089,-73.9970468,91
"157",402,"Broadway & E 22 St",40.7403432,-73.98955109,297,"E 15 St & 3 Ave",40.734232,-73.986923,57
"158",504,"1 Ave & E 16 St",40.73221853,-73.98165557,297,"E 15 St & 3 Ave",40.734232,-73.986923,132
"159",507,"E 25 St & 2 Ave",40.73912601,-73.97973776,297,"E 15 St & 3 Ave",40.734232,-73.986923,59
"160",461,"E 20 St & 2 Ave",40.73587678,-73.98205027,297,"E 15 St & 3 Ave",40.734232,-73.986923,63
"161",2003,"1 Ave & E 18 St",40.73381219,-73.98054421,297,"E 15 St & 3 Ave",40.734232,-73.986923,83
"162",487,"E 20 St & FDR Drive",40.73314259,-73.97573881,297,"E 15 St & 3 Ave",40.734232,-73.986923,77
"163",3263,"Cooper Square & Astor Pl",40.72951496,-73.9907527,301,"E 2 St & Avenue B",40.72217444,-73.98368779,81
"164",368,"Carmine St & 6 Ave",40.73038599,-74.00214988,303,"Mercer St & Spring St",40.72362738,-73.99949601,56
"165",358,"Christopher St & Greenwich St",40.73291553,-74.00711384,303,"Mercer St & Spring St",40.72362738,-73.99949601,76
"166",426,"West St & Chambers St",40.71754834,-74.01322069,304,"Broadway & Battery Pl",40.70463334,-74.01361706,53
"167",319,"Fulton St & Broadway",40.711066,-74.009447,304,"Broadway & Battery Pl",40.70463334,-74.01361706,64
"168",3002,"South End Ave & Liberty St",40.711512,-74.015756,304,"Broadway & Battery Pl",40.70463334,-74.01361706,132
"169",514,"12 Ave & W 40 St",40.76087502,-74.00277668,304,"Broadway & Battery Pl",40.70463334,-74.01361706,51
"170",327,"Vesey Pl & River Terrace",40.7153379,-74.01658354,304,"Broadway & Battery Pl",40.70463334,-74.01361706,76
"171",195,"Liberty St & Broadway",40.70905623,-74.01043382,304,"Broadway & Battery Pl",40.70463334,-74.01361706,75
"172",2008,"Little West St & 1 Pl",40.70569254,-74.01677685,304,"Broadway & Battery Pl",40.70463334,-74.01361706,140
"173",3255,"8 Ave & W 31 St",40.75058535,-73.99468482,305,"E 58 St & 3 Ave",40.76095756,-73.96724467,51
"174",359,"E 47 St & Park Ave",40.75510267,-73.97498696,305,"E 58 St & 3 Ave",40.76095756,-73.96724467,67
"175",350,"Clinton St & Grand St",40.71559509,-73.9870295,307,"Canal St & Rutgers St",40.71427487,-73.98990025,82
"176",502,"Henry St & Grand St",40.714215,-73.981346,307,"Canal St & Rutgers St",40.71427487,-73.98990025,174
"177",412,"Forsyth St & Canal St",40.7158155,-73.99422366,307,"Canal St & Rutgers St",40.71427487,-73.98990025,70
"178",3435,"Grand St & Elizabeth St",40.718822,-73.99596,307,"Canal St & Rutgers St",40.71427487,-73.98990025,60
"179",291,"Madison St & Montgomery St",40.713126,-73.984844,307,"Canal St & Rutgers St",40.71427487,-73.98990025,91
"180",296,"Division St & Bowery",40.71413089,-73.9970468,307,"Canal St & Rutgers St",40.71427487,-73.98990025,90
"181",3664,"North Moore St & Greenwich St",40.72019521,-74.01030064,309,"Murray St & West St",40.7149787,-74.013012,84
"182",3002,"South End Ave & Liberty St",40.711512,-74.015756,309,"Murray St & West St",40.7149787,-74.013012,58
"183",2008,"Little West St & 1 Pl",40.70569254,-74.01677685,309,"Murray St & West St",40.7149787,-74.013012,92
"184",502,"Henry St & Grand St",40.714215,-73.981346,311,"Norfolk St & Broome St",40.7172274,-73.98802084,148
"185",3435,"Grand St & Elizabeth St",40.718822,-73.99596,312,"Allen St & Stanton St",40.722055,-73.989111,66
"186",531,"Forsyth St & Broome St",40.71893904,-73.99266288,312,"Allen St & Stanton St",40.722055,-73.989111,67
"187",150,"E 2 St & Avenue C",40.7208736,-73.98085795,312,"Allen St & Stanton St",40.722055,-73.989111,58
"188",361,"Allen St & Hester St",40.71605866,-73.99190759,312,"Allen St & Stanton St",40.722055,-73.989111,54
"189",426,"West St & Chambers St",40.71754834,-74.01322069,315,"South St & Gouverneur Ln",40.70355377,-74.00670227,59
"190",332,"Cherry St",40.71219906,-73.97948148,315,"South St & Gouverneur Ln",40.70355377,-74.00670227,59
"191",259,"South St & Whitehall St",40.70122128,-74.01234218,315,"South St & Gouverneur Ln",40.70355377,-74.00670227,66
"192",2008,"Little West St & 1 Pl",40.70569254,-74.01677685,315,"South St & Gouverneur Ln",40.70355377,-74.00670227,65
"193",3002,"South End Ave & Liberty St",40.711512,-74.015756,315,"South St & Gouverneur Ln",40.70355377,-74.00670227,103
"194",337,"Old Slip & Front St",40.7037992,-74.00838676,315,"South St & Gouverneur Ln",40.70355377,-74.00670227,51
"195",3711,"E 13 St & Avenue A",40.72966729,-73.98067966,317,"E 6 St & Avenue B",40.72453734,-73.98185424,58
"196",3263,"Cooper Square & Astor Pl",40.72951496,-73.9907527,317,"E 6 St & Avenue B",40.72453734,-73.98185424,215
"197",229,"Great Jones St",40.72743423,-73.99379025,317,"E 6 St & Avenue B",40.72453734,-73.98185424,52
"198",285,"Broadway & E 14 St",40.73454567,-73.99074142,317,"E 6 St & Avenue B",40.72453734,-73.98185424,52
"199",168,"W 18 St & 6 Ave",40.73971301,-73.99456405,325,"E 19 St & 3 Ave",40.73624527,-73.98473765,57
"200",497,"E 17 St & Broadway",40.73704984,-73.99009296,325,"E 19 St & 3 Ave",40.73624527,-73.98473765,56
"201",402,"Broadway & E 22 St",40.7403432,-73.98955109,326,"E 11 St & 1 Ave",40.72953837,-73.98426726,66
"202",293,"Lafayette St & E 8 St",40.73020661,-73.99102628,326,"E 11 St & 1 Ave",40.72953837,-73.98426726,63
"203",285,"Broadway & E 14 St",40.73454567,-73.99074142,326,"E 11 St & 1 Ave",40.72953837,-73.98426726,67
"204",315,"South St & Gouverneur Ln",40.70355377,-74.00670227,327,"Vesey Pl & River Terrace",40.7153379,-74.01658354,64
"205",3664,"North Moore St & Greenwich St",40.72019521,-74.01030064,327,"Vesey Pl & River Terrace",40.7153379,-74.01658354,259
"206",304,"Broadway & Battery Pl",40.70463334,-74.01361706,327,"Vesey Pl & River Terrace",40.7153379,-74.01658354,72
"207",358,"Christopher St & Greenwich St",40.73291553,-74.00711384,327,"Vesey Pl & River Terrace",40.7153379,-74.01658354,68
"208",3472,"W 15 St & 10 Ave",40.74275383,-74.00747359,327,"Vesey Pl & River Terrace",40.7153379,-74.01658354,64
"209",2008,"Little West St & 1 Pl",40.70569254,-74.01677685,327,"Vesey Pl & River Terrace",40.7153379,-74.01658354,184
"210",405,"Washington St & Gansevoort St",40.739323,-74.008119,327,"Vesey Pl & River Terrace",40.7153379,-74.01658354,63
"211",3461,"Murray St & Greenwich St",40.71485151,-74.01122332,327,"Vesey Pl & River Terrace",40.7153379,-74.01658354,55
"212",328,"Watts St & Greenwich St",40.72405549,-74.00965965,327,"Vesey Pl & River Terrace",40.7153379,-74.01658354,74
"213",514,"12 Ave & W 40 St",40.76087502,-74.00277668,327,"Vesey Pl & River Terrace",40.7153379,-74.01658354,76
"214",3256,"Pier 40 - Hudson River Park",40.72771408,-74.01129574,327,"Vesey Pl & River Terrace",40.7153379,-74.01658354,88
"215",3002,"South End Ave & Liberty St",40.711512,-74.015756,327,"Vesey Pl & River Terrace",40.7153379,-74.01658354,72
"216",327,"Vesey Pl & River Terrace",40.7153379,-74.01658354,328,"Watts St & Greenwich St",40.72405549,-74.00965965,66
"217",347,"Greenwich St & W Houston St",40.728846,-74.008591,328,"Watts St & Greenwich St",40.72405549,-74.00965965,56
"218",358,"Christopher St & Greenwich St",40.73291553,-74.00711384,328,"Watts St & Greenwich St",40.72405549,-74.00965965,98
"219",426,"West St & Chambers St",40.71754834,-74.01322069,328,"Watts St & Greenwich St",40.72405549,-74.00965965,110
"220",3002,"South End Ave & Liberty St",40.711512,-74.015756,328,"Watts St & Greenwich St",40.72405549,-74.00965965,70
"221",405,"Washington St & Gansevoort St",40.739323,-74.008119,328,"Watts St & Greenwich St",40.72405549,-74.00965965,58
"222",311,"Norfolk St & Broome St",40.7172274,-73.98802084,332,"Cherry St",40.71219906,-73.97948148,63
"223",459,"W 20 St & 11 Ave",40.746745,-74.007756,334,"W 20 St & 7 Ave",40.74238787,-73.99726235,133
"224",402,"Broadway & E 22 St",40.7403432,-73.98955109,334,"W 20 St & 7 Ave",40.74238787,-73.99726235,65
"225",3258,"W 27 St & 10 Ave",40.75018156,-74.00218427,334,"W 20 St & 7 Ave",40.74238787,-73.99726235,64
"226",379,"W 31 St & 7 Ave",40.749156,-73.9916,334,"W 20 St & 7 Ave",40.74238787,-73.99726235,59
